road,id,model_type,name,lat,lon,length,condition,lrp,real_name
N1,1001232,bridge,bridge 392,21.0269438,92.2416941,1.2,A,LRP444c,NOYA PARA CULVERT
N1,1001233,link,link 832,21.0249993,92.2418608,209.0,A,LRP445,Km post missing
N1,1001234,bridge,bridge 393,21.0228882,92.2420274,9.2,A,LRP445a,NOYA PARA (BRAC SCHOOL)
N1,1001235,bridge,bridge 394,21.0226104,92.2420552,41.75,C,LRP445b,Jadirghat Bridge
N1,1001236,link,link 833,21.0186104,92.2431386,484.0,A,LRP446,Infor.missing
N1,1001237,bridge,bridge 395,21.0169993,92.2440274,7.5,A,LRP446a,JADIMURA BRIDGE.
N1,1001238,bridge,bridge 396,21.0150833,92.245333,37.2,C,LRP446b,DOMDO MIA BRIDGE
N1,1001239,link,link 834,21.0107222,92.2487219,607.0,A,LRP447,Teknaf 20 km
N1,1001240,bridge,bridge 397,21.0101389,92.2492497,2.7,A,LRP447a,DONDO MIA BOX CULVERT
N1,1001241,bridge,bridge 398,21.0078889,92.251,1.2,A,LRP447b,DOMMO MIA BOX CULVERT
N1,1001242,bridge,bridge 399,21.0064444,92.2520833,38.0,C,LRP447c,Dhando Mia Bridge
N1,1001243,link,link 835,21.0029444,92.2531944,424.0,A,LRP448,Teknaf 29 km
N1,1001244,bridge,bridge 400,20.9990274,92.2537778,51.0,B,LRP448a,DONDO MIA CHAK POST BRIDGE
N1,1001245,link,link 836,20.9986386,92.2538889,50.0,A,LRP448b,Bridge end
N1,1001246,bridge,bridge 401,20.9942497,92.2545278,13.5,B,LRP448c,DOMDO MIA BRIDGE
N1,1001247,link,link 837,20.9940274,92.2546111,34.0,A,LRP449,Teknaf 18 km
N1,1001248,bridge,bridge 402,20.9875274,92.2545556,13.5,B,LRP449a,DOMDO MIA
N1,1001249,link,link 838,20.9852774,92.2536389,277.0,A,LRP450,Infor.missing
N1,1001250,bridge,bridge 403,20.9778049,92.25075,37.6,C,LRP450a,Karumtoli Bridge
N1,1001251,link,link 839,20.9775827,92.2506111,32.0,A,LRP450b,Bridge end
N1,1001252,link,link 840,20.9769438,92.2502222,76.0,A,LRP451,Km post missing
N1,1001253,bridge,bridge 404,20.9697216,92.2485552,1.2,B,LRP451a,KAKUM TOLI CHACK BOX CULVERT
N1,1001254,link,link 841,20.9682771,92.2488052,174.0,A,LRP452,Infor.missing
N1,1001255,bridge,bridge 405,20.9673604,92.2491663,29.3,C,LRP452a,Baroy toli (1) Bridge
N1,1001256,link,link 842,20.9671104,92.2494441,42.0,A,LRP452b,Bridge end
N1,1001257,bridge,bridge 406,20.9648611,92.2515278,2.8,A,LRP452c,BORY TOLI SLAB CULVERT
N1,1001258,bridge,bridge 407,20.9622778,92.2528889,2.8,A,LRP452d,BORYTOLI SLAB CULVERT
N1,1001259,bridge,bridge 408,20.9620556,92.2530556,2.8,A,LRP452e,BARITOLI BOX CULVERT
N1,1001260,link,link 843,20.9606389,92.2535,168.0,A,LRP453,Info.Missing
N1,1001261,bridge,bridge 409,20.9580833,92.2543056,15.1,B,LRP453a,NAITOM PARA RCC GIDER BRIDGE
N1,1001262,link,link 844,20.9566667,92.2548056,170.0,A,LRP453b,Box culvert
N1,1001263,link,link 845,20.9538889,92.2559722,336.0,A,LRP453c,Box culvert
N1,1001264,link,link 846,20.9531667,92.2562778,93.0,A,LRP453d,Box culvert
N1,1001265,link,link 847,20.95225,92.2566111,120.0,A,LRP453e,Box culvert
N1,1001266,link,link 848,20.9521667,92.2566944,16.0,A,LRP454,Info.Missing
N1,1001267,bridge,bridge 410,20.94957125079681,92.25817740896414,9.0,A,LRP454a,NAITANG PARA RCC GIDER BRIDGE
N1,1001268,bridge,bridge 411,20.9482774,92.2589167,9.0,B,LRP454b,NAITOM PARA RCC GIDER BRIDGE
N1,1001269,link,link 849,20.9481386,92.2593056,46.0,A,LRP454c,Bridge end
N1,1001270,link,link 850,20.9459163,92.2603333,330.0,A,LRP454d,Box culvert
N1,1001271,link,link 851,20.9445552,92.2603333,187.0,A,LRP455,Info.Missing
N1,1001272,bridge,bridge 412,20.9436941,92.2603056,37.3,C,LRP455a,Eskahal Bridge
N1,1001273,link,link 852,20.9373886,92.2623333,752.0,A,LRP455b,Bridge start
N1,1001274,link,link 853,20.9371108,92.2624722,40.0,A,LRP455c,Bridge end
N1,1001275,link,link 854,20.9361663,92.2628611,109.0,A,LRP456,Km post missing
N1,1001276,bridge,bridge 413,20.9361108,92.2628611,1.5,A,LRP456a,BUS STAND TEKNAF BOX CULVERT
N1,1001277,bridge,bridge 414,20.9346663,92.2631667,1.5,C,LRP456b,BUS STAND TEKNAF BOX CULVERT
N1,1001278,bridge,bridge 415,20.934333,92.26325,35.9,C,LRP456c,YAKNAT BRIDGE
N1,1001279,link,link 855,20.9330549,92.2635,150.0,A,LRP456d,Box culvert
N1,1001280,link,link 856,20.929666,92.2641111,388.0,A,LRP456e,Bridge start
N1,1001281,link,link 857,20.9293327,92.2641389,37.0,A,LRP456f,Bridge end
N1,1001282,link,link 858,20.9270827,92.2644444,256.0,A,LRP457,Infor.missing
N1,1001283,link,link 859,20.9238882,92.2653889,381.0,A,LRP457a,Bridge start
N1,1001284,link,link 860,20.9234993,92.2656111,51.0,A,LRP457b,Bridge end
N1,1001285,link,link 861,20.9195827,92.268416,530.0,A,LRP457c,Bridge start
N1,1001286,link,link 862,20.9194993,92.2684716,17.0,A,LRP457d,Bridge end
N1,1001287,link,link 863,20.9189993,92.2686382,55.0,A,LRP457e,Box Culvert
N1,1001288,link,link 864,20.9187771,92.2687771,30.0,A,LRP458,Teknaf 8 km
N1,1001289,link,link 865,20.9176382,92.2692493,140.0,A,LRP458a,Box Culvert
N1,1001290,link,link 866,20.9157222,92.2704993,255.0,A,LRP458b,Bridge start
N1,1001291,link,link 867,20.9154167,92.2706938,38.0,A,LRP458c,Bridge end
N1,1001292,link,link 868,20.9136389,92.2718604,232.0,A,LRP458d,Box Culvert
N1,1001293,link,link 869,20.9132778,92.2721938,83.0,A,LRP458e,Box culvert
N1,1001294,link,link 870,20.9123889,92.2729716,118.0,A,LRP458f,Box Culvert
N1,1001295,link,link 871,20.9122222,92.2729438,26.0,A,LRP459,Teknaf 7 km
N1,1001296,link,link 872,20.9088889,92.275166,446.0,A,LRP459a,Bridge start
N1,1001297,link,link 873,20.9085556,92.2753604,47.0,A,LRP459b,Bridge end
N1,1001298,link,link 874,20.90675,92.2764993,238.0,A,LRP459c,Box Culvert
N1,1001299,link,link 875,20.9059444,92.2771104,123.0,A,LRP459d,Box culvert
N1,1001300,link,link 876,20.9048333,92.277916,146.0,A,LRP460,Km post missing
N1,1001301,link,link 877,20.9047222,92.2779716,17.0,A,LRP460a,Box Culvert
N1,1001302,link,link 878,20.9033333,92.2789438,194.0,A,LRP460b,Box Culvert
N1,1001303,link,link 879,20.9027222,92.279416,103.0,A,LRP460c,Box culvert
N1,1001304,link,link 880,20.9003333,92.2807216,311.0,A,LRP460d,Bridge start
N1,1001305,link,link 881,20.9001111,92.2809716,36.0,A,LRP460e,Bridge end
N1,1001306,link,link 882,20.8994441,92.2817216,113.0,A,LRP460f,Box culvert
N1,1001307,link,link 883,20.8984719,92.2828604,164.0,A,LRP460g,Bridge start
N1,1001308,link,link 884,20.8982219,92.283166,47.0,A,LRP460h,Bridge end
N1,1001309,link,link 885,20.8981108,92.2832493,15.0,A,LRP461,Km post missing
N1,1001310,link,link 886,20.8980274,92.283333,22.0,A,LRP461a,Box culvert
N1,1001311,link,link 887,20.8977497,92.2836941,53.0,A,LRP461b,Box culvert
N1,1001312,link,link 888,20.8969163,92.2854441,210.0,A,LRP461c,Bridge start
N1,1001313,link,link 889,20.8967774,92.2857219,33.0,A,LRP461d,Bridge end
N1,1001314,link,link 890,20.8965552,92.286083,47.0,A,LRP461e,Box culvert
N1,1001315,link,link 891,20.8953608,92.2877219,219.0,A,LRP461f,Box culvert
N1,1001316,link,link 892,20.8948052,92.2881941,84.0,A,LRP461g,Box culvert
N1,1001317,link,link 893,20.894083,92.2887774,103.0,A,LRP461h,Bridge start
N1,1001318,link,link 894,20.8939441,92.2889163,24.0,A,LRP461i,Bridge end
N1,1001319,link,link 895,20.8932774,92.2896386,105.0,A,LRP461j,Box culvert
N1,1001320,link,link 896,20.8927774,92.2901386,79.0,A,LRP461k,Box culvert
N1,1001321,link,link 897,20.8926386,92.2902774,21.0,A,LRP462,Km post missing
N1,1001322,link,link 898,20.8919163,92.2916663,171.0,A,LRP462a,Bridge start
N1,1001323,link,link 899,20.8918886,92.2918052,20.0,A,LRP462b,Bridge end
N1,1001324,link,link 900,20.891833,92.2923052,56.0,A,LRP463,Teknaf 4 km
N1,1001325,link,link 901,20.8889163,92.2982497,742.0,A,LRP463a,Bridge start
N1,1001326,link,link 902,20.888833,92.2983886,15.0,A,LRP463b,Bridge end
N1,1001327,link,link 903,20.8869441,92.2996386,258.0,A,LRP464,Info.Missing
N1,1001328,link,link 904,20.8858608,92.2991941,133.0,A,LRP464a,Box culvert
N1,1001329,link,link 905,20.8820271,92.2977774,474.0,A,LRP464b,Box culvert
N1,1001330,link,link 906,20.8782216,92.2977774,431.0,A,LRP465,Teknaf 2 km
N1,1001331,link,link 907,20.8768604,92.2978886,163.0,A,LRP465a,Bridge start
N1,1001332,link,link 908,20.8764993,92.2978886,43.0,A,LRP465b,Bridge end
N1,1001333,link,link 909,20.8692771,92.2981386,794.0,A,LRP466,Km post missing
N1,1001334,link,link 910,20.8688604,92.2982219,50.0,A,LRP466a,Box culvert
N1,1001335,link,link 911,20.8650278,92.2982497,428.0,A,LRP466b,Bridge start
N1,1001336,link,link 912,20.8646667,92.2981941,42.0,A,LRP466c,Bridge end
N1,1001337,link,link 913,20.8629722,92.298083,178.0,A,LRP467,Infor.missing
N1,1001338,sourcesink,sourcesink 2,20.8629167,92.298083,130.0,A,LRPE,"End of Road at Shapla Chattar ,Teknaf Meet with Z1098 &Z1099."
N102,1001339,sourcesink,sourcesink 3,23.4789716,91.1181938,0.0,A,LRPS,Start of road from N1 Mainamati
N102,1001340,intersection,intersection 10,23.4815827,91.1167771,329.0,A,LRPSa,Box Culvert
N102,1001341,link,link 914,23.4866663,91.1133611,666.0,A,LRPSb,Box Culvert
N102,1001342,link,link 915,23.4867219,91.1133056,5.0,A,LRP001,Km post missing
N102,1001343,link,link 916,23.4935274,91.1069167,1000.0,A,LRP002,B Baria 68 km Sylhet 248 km
N102,1001344,bridge,bridge 416,23.4937774,91.1064722,1.5,A,LRP002a,Brorechon
N102,1001345,bridge,bridge 417,23.496333,91.1059167,1.6,A,LRP002b,SHABAR BAZAR
N102,1001346,bridge,bridge 418,23.4976941,91.1055833,1.4,A,LRP002c,ZUMUR BOX CULVERT
N102,1001347,link,link 917,23.5020278,91.1050556,480.0,A,LRP003,Km post missing
N102,1001348,link,link 918,23.5093333,91.0996386,1000.0,A,LRP004,Km post missing
N102,1001349,bridge,bridge 419,23.5112222,91.0981108,2.5,B,LRP004a,DEAB POR SLAB CULVERT
N102,1001350,link,link 919,23.5166389,91.0939441,739.0,A,LRP005,Km post missing
N102,1001351,link,link 920,23.5246104,91.0887774,1056.0,A,LRP006,B Baria 66 km Sylhet 244 km
N102,1001352,link,link 921,23.5322771,91.0834719,1000.0,A,LRP007,"B. Bari 65 km, Sylhet 243 km"
N102,1001353,bridge,bridge 420,23.5323882,91.0834719,3.75,C,LRP007a,RAMPUR
N102,1001354,link,link 922,23.5419441,91.0772771,1001.0,A,LRP008,B Baria 64 km Sylhet 242 km
N102,1001355,bridge,bridge 421,23.5421941,91.0742493,17.8,A,LRP008a,BARUARA BRIDGE.
N102,1001356,link,link 923,23.5423052,91.0741382,17.0,A,LRP008b,Bridge End
N102,1001357,link,link 924,23.5457774,91.0706104,496.0,A,LRP009,B Baria 63 km Sylhet 241 km
N102,1001358,bridge,bridge 422,23.5501111,91.0661389,3.0,A,LRP009a,KONSENOGOR BOX CUL
N102,1001359,link,link 925,23.5523611,91.064,327.0,A,LRP010,Km post missing
N102,1001360,link,link 926,23.5531111,91.0633333,110.0,A,LRP010a,Z 1219 Left Nimsar Right    Burichang
N102,1001361,link,link 927,23.5590556,91.0591111,890.0,A,LRP011,"B Baria 61 km, Sylhet 239 km"
N102,1001362,bridge,bridge 423,23.5605,91.0553056,3.2,A,LRP011a,HATAMARA BOX CULVERT.
N102,1001363,bridge,bridge 424,23.5501944,91.0549722,3.0,C,LRP011b,HATIMARA (2)SLAB CULVERT
N102,1001364,link,link 928,23.5669438,91.0549167,8.0,A,LRP012,B Baria 60 km Sylhet 238 km
N102,1001365,link,link 929,23.5745827,91.05925,1015.0,A,LRP013,B Baria 59 km Sylhet 237 km
N102,1001366,link,link 930,23.5768882,91.041833,989.0,A,LRP014,BBaria 58 km Sylhet 236 km
N102,1001367,link,link 931,23.5813882,91.0357774,988.0,A,LRP015,B Baria 57 km Sylhet235 km
N102,1001368,bridge,bridge 425,23.5825549,91.0352497,5.7,A,LRP015a,BUGRABUS BOX CULVERT
N102,1001369,link,link 932,23.5858886,91.0283049,864.0,A,LRP016,B Baria56 km Sylhet234 km
N102,1001370,link,link 933,23.58744775805022,91.01909396942392,1000.0,A,LRP017,"B Baria 55 km, Sylhet 233 km"
N102,1001371,bridge,bridge 426,23.5879997,91.0158333,3.0,A,LRP017a,BHIRALLA BOX CULVERT
N102,1001372,link,link 934,23.5902219,91.01,614.0,A,LRP018,B Baria 54 km Sylhet 232 km
N102,1001373,bridge,bridge 427,23.5911108,91.0077778,6.2,C,LRP018a,BARRA BOX CULVERT
N102,1001374,link,link 935,23.5935552,91.0011944,751.0,A,LRP019,Km post missing
N102,1001375,bridge,bridge 428,23.5944441,90.9996663,6.0,A,LRP019a,BARRA (3)BOX CULVERT
N102,1001376,bridge,bridge 429,23.5965552,90.9971108,2.5,A,LRP019b,BARRA 2 BOX CUL
N102,1001377,link,link 936,23.5997219,90.9941386,460.0,A,LRP020,Infor.missing
N102,1001378,link,link 937,23.6026111,90.9896108,550.0,A,LRP020a,"Side Road, Left to Chandina Z 1008"
N102,1001379,link,link 938,23.6065556,90.9889997,470.0,A,LRP021,B Baria 51 km Sylhet229 km
N102,1001380,bridge,bridge 430,23.6080278,90.9883608,4.6,B,LRP021a,BARHA BOX CULVERT
N102,1001381,bridge,bridge 431,23.6102778,90.985333,1.3,A,LRP021b,Boro Alompur Arch Masonary
N102,1001382,link,link 939,23.6122222,90.9818049,446.0,A,LRP022,B Baria 50 km
N102,1001383,bridge,bridge 432,23.6165278,90.9769438,9.6,A,LRP022a,SAIRCHOR BOX CULVERT
N102,1001384,link,link 940,23.6187493,90.9756104,283.0,A,LRP023,B Baria 49 km Sylhet 227 km
N102,1001385,link,link 941,23.6236104,90.9727771,619.0,A,LRP023a,Bridge start
N102,1001386,bridge,bridge 433,23.623916,90.9726382,33.4,A,LRP023b,Bingla Bari Bridge
N102,1001387,link,link 942,23.6268882,90.9710549,344.0,A,LRP024,B Baria 48 km Sylhet 226 km
N102,1001388,link,link 943,23.6269716,90.9709716,15.0,A,LRP024a,"Side Road, Left Z1017 to Madhaya"
N102,1001389,bridge,bridge 434,23.6341663,90.9707771,113.8,A,LRP024b,Companigong RCC Girder Bridge
N102,1001390,link,link 944,23.6351941,90.9708049,120.0,A,LRP024c,Bridge End
N102,1001391,link,link 945,23.6354719,90.9708327,29.0,A,LRP025,Infor.missing
N102,1001392,link,link 946,23.6376108,90.9708882,242.0,A,LRP025a,Road to Madhaya
N102,1001393,bridge,bridge 435,23.6430552,90.9710827,9.4,A,LRP025b,Nagorpar Box Culvert
N102,1001394,link,link 947,23.6443886,90.9711104,152.0,A,LRP026,B Baria 46 km Sylhet 224 km
N102,1001395,bridge,bridge 436,23.6505,90.9713327,9.3,A,LRP026a,KATAKHALI BOX CULVERT
N102,1001396,link,link 948,23.6532778,90.9728327,348.0,A,LRP027,BBaria 45 km Sylhet 223 km
N102,1001397,bridge,bridge 437,23.6575833,90.9800827,6.1,B,LRP027a,BAKON NAGAR BOX CULVERT
N102,1001398,link,link 949,23.6579167,90.9806382,69.0,A,LRP028,BBaria 44 km Sylhet 223 km
N102,1001399,bridge,bridge 438,23.6587222,90.9820271,51.25,C,LRP028a,Gafur nagar Bridge
N102,1001400,link,link 950,23.6589722,90.9824438,52.0,A,LRP028b,Bridge End
N102,1001401,bridge,bridge 439,23.6611667,90.9861108,12.3,A,LRP028c,DHARIA BOX CULVERT
N102,1001402,link,link 951,23.6628889,90.9888886,328.0,A,LRP029,BBaria 43 km Sylhet 221 km
N102,1001403,bridge,bridge 440,23.6646667,90.9918052,6.0,A,LRP029a,BAHARNAGOR BOX CULVERT
N102,1001404,bridge,bridge 441,23.6657222,90.9934719,52.0,C,LRP029b,MANJUR BRIDGE
N102,1001405,link,link 952,23.666,90.9938886,61.0,A,LRP029c,Bridge End
N102,1001406,bridge,bridge 442,23.6674993,90.9962219,12.6,A,LRP029d,C. M. B BAZAR BOX CUVERT
N102,1001407,link,link 953,23.6679993,90.9969719,44.0,A,LRP030,BBaria 42 Sylhet 220 km
N102,1001408,bridge,bridge 443,23.6711938,91.0019444,24.5,C,LRP030a,Yousufpur Bridge.
N102,1001409,link,link 954,23.6713049,91.0021944,29.0,A,LRP030b,Bridge End
N102,1001410,link,link 955,23.6730827,91.0049722,348.0,A,LRP031,BBaria 41 Sylhet 219 km
N102,1001411,bridge,bridge 444,23.6738327,91.0061389,4.5,B,LRP031a,YOUSUFPUR (2) BOX CULVERT
N102,1001412,bridge,bridge 445,23.6748049,91.0076944,6.0,B,LRP031b,USUP POR-2 BOX CULVERT
N102,1001413,bridge,bridge 446,23.6780271,91.0126667,12.6,C,LRP031c,USUP - PUR BOX CULVERT
N102,1001414,link,link 956,23.6780827,91.0127222,13.0,A,LRP031d,Bridge End
N102,1001415,link,link 957,23.6779438,91.0129722,17.0,A,LRP032,BBaria 40 km Sylhet 218 km
N102,1001416,bridge,bridge 447,23.6821104,91.0187493,9.5,C,LRP032a,SAMOLSHAL CHOR BOX CULVERT
N102,1001417,link,link 958,23.6836663,91.0210827,288.0,A,LRP033,BBaria 39 km Sylhet 217 km
N102,1001418,bridge,bridge 448,23.684083,91.0217216,9.2,C,LRP033a,NAYAPARA BOX CULVERT
N102,1001419,link,link 959,23.6841386,91.0217771,12.0,A,LRP033b,Bridge End
N102,1001420,bridge,bridge 449,23.684583,91.0264716,9.4,A,LRP033c,SHALGANG BOX CULVERT
N102,1001421,link,link 960,23.6872497,91.0265271,10.0,A,LRP033d,Bridge End
N102,1001422,link,link 961,23.689083,91.0288327,310.0,A,LRP034,BBaria 38 km
N102,1001423,bridge,bridge 450,23.6891386,91.0289438,3.0,C,LRP034a,BORAIPARA BOX CULVERT
N102,1001424,bridge,bridge 451,23.6922497,91.033166,9.5,A,LRP034b,BROSALGAR CULVERT
N102,1001425,link,link 962,23.694583,91.0366386,411.0,A,LRP035,BBaria 37 km Sylhet 215 km
N102,1001426,bridge,bridge 452,23.6955552,91.0379441,35.5,C,LRP035a,SONG CHAIL RCC GIDER BRIDGE
N102,1001427,link,link 963,23.6957774,91.0382774,354.0,A,LRP035b,Bridge end
N102,1001428,bridge,bridge 453,23.6999441,91.0441386,9.3,B,LRP035c,SHANKAIL BOX CULVERT
N102,1001429,link,link 964,23.7,91.0441941,15.0,A,LRP035d,Bridge end
N102,1001430,link,link 965,23.7002778,91.0444719,36.0,A,LRP036,BBara 36 Sylhet 214 km
N102,1001431,bridge,bridge 454,23.7014722,91.0462219,6.5,A,LRP036a,HAJIBARI BOX CULVERT
N102,1001432,bridge,bridge 455,23.7042222,91.05,12.2,A,LRP036b,MOULSBI BARI CULVERT
N102,1001433,link,link 966,23.7043333,91.0500833,17.0,A,LRP036c,Bridge End
N102,1001434,bridge,bridge 456,23.70525,91.0513333,12.2,A,LRP036d,BRAMMON PARA BOX CULVERT
N102,1001435,link,link 967,23.705345235164835,91.05145784945054,12.0,A,LRP036e,Bridge End
N102,1001436,link,link 968,23.7059722,91.0522778,79.0,A,LRP037,"B.Bara 35 km, Sylhet 213 km"
N102,1001437,bridge,bridge 457,23.7083056,91.05525,12.6,C,LRP037a,MUDUPPUR BOX CULVERT
N102,1001438,link,link 969,23.7083611,91.0553333,11.0,A,LRP037b,Bridge End
N102,1001439,bridge,bridge 458,23.7117222,91.0592778,4.8,A,LRP037c,MUDOBPUR CULVERT
N102,1001440,link,link 970,23.7118333,91.0593889,26.0,A,LRP038,BBaria34 km Sylhet212 km
N102,1001441,link,link 971,23.7142222,91.0624444,382.0,A,LRP038a,Road to Bancharampura(Z1041)
N102,1001442,bridge,bridge 459,23.7148611,91.0632222,12.5,A,LRP038b,MURPUR BOX
N102,1001443,link,link 972,23.7149444,91.0633056,24.0,A,LRP038c,Bridge End
N102,1001444,bridge,bridge 460,23.717618285562637,91.06656204161358,6.2,A,LRP038d,TALIPARA BOX CULVERT
N102,1001445,link,link 973,23.7177493,91.0667216,22.0,A,LRP039,BBaria 33 km Sylhet 211 km
N102,1001446,bridge,bridge 461,23.7219993,91.0720271,17.2,B,LRP039a,MOKIMPUR RCC GRIDER BRIDGE
N102,1001447,link,link 974,23.722166,91.072166,26.0,A,LRP039b,Bridge End
N102,1001448,link,link 975,23.7235271,91.0741104,256.0,A,LRP040,BBaria 32 km Sylhet 210 km
N102,1001449,bridge,bridge 462,23.7250827,91.0765271,52.4,B,LRP040a,KALAMONLA BRIDGE
N102,1001450,link,link 976,23.7255549,91.077166,42.0,A,LRP040b,Bridge start / Bridge End
N102,1001451,link,link 977,23.7303327,91.0799438,664.0,A,LRP041,Km post missing
N102,1001452,bridge,bridge 463,23.7329438,91.0811938,12.3,B,LRP041a,KALAMURIA BOX CULVERT
N102,1001453,link,link 978,23.7388052,91.0839997,690.0,A,LRP042,BBaria 30 km Sylhet208 km
N102,1001454,link,link 979,23.7468052,91.088333,1000.0,A,LRP043,Km post missing
N102,1001455,bridge,bridge 464,23.7511944,91.0933886,12.2,A,LRP043a,CHOW MONI BOX CULVERT
N102,1001456,link,link 980,23.7513611,91.0936386,33.0,A,LRP043b,Divission Road
N102,1001457,link,link 981,23.7525556,91.094833,182.0,A,LRP043c,Z1201
N102,1001458,link,link 982,23.7530556,91.0953886,72.0,A,LRP044,Km post missing
N102,1001459,bridge,bridge 465,23.7554167,91.0981386,37.0,A,LRP044a,Kuchi chuani er Bridge
N102,1001460,link,link 983,23.7556389,91.0984163,40.0,A,LRP044b,Bridge End
N102,1001461,bridge,bridge 466,23.75724898301887,91.1003286018868,18.6,B,LRP044c,MIRPUKUR CULVERT
N102,1001462,link,link 984,23.7574167,91.1005278,30.0,A,LRP044d,Bridge End
N102,1001463,link,link 985,23.7589444,91.1023056,240.0,A,LRP045,Km post missing
N102,1001464,bridge,bridge 467,23.7611111,91.1048056,6.0,A,LRP045a,GOLA SHAR BOX CULVERT
N102,1001465,link,link 986,23.7654722,91.1098056,712.0,A,LRP046,BBaria 26 km Sylhet 204
N102,1001466,bridge,bridge 468,23.76984916734694,91.11480456870748,14.5,A,LRP046a,KHARERA BRIDGE
N102,1001467,link,link 987,23.7699716,91.1149444,20.0,A,LRP046b,Bridge End
N102,1001468,link,link 988,23.771416,91.1166111,226.0,A,LRP047,BBaria 25 Sylhet 203 km
N102,1001469,bridge,bridge 469,23.7749993,91.1206938,12.0,C,LRP047a,DAROGABARI BOX CULVERT
N102,1001470,link,link 989,23.7779438,91.1240827,465.0,A,LRP048,Bbaria 24 Sylhet 202 km
N102,1001471,bridge,bridge 470,23.7816382,91.128666,12.6,B,LRP048a,MONKASAR BOX CULVERT
N102,1001472,link,link 990,23.783583,91.1317493,376.0,A,LRP049,Km post missing
N102,1001473,bridge,bridge 471,23.7844441,91.1330827,16.06,B,LRP049a,MONKASHA RCC GRIDER BRIDGE
N102,1001474,link,link 991,23.7845274,91.1332216,19.0,A,LRP049b,Bridge End
N102,1001475,link,link 992,23.7887219,91.1397219,811.0,A,LRP050,Km post missing
N102,1001476,bridge,bridge 472,23.7913608,91.1437497,12.2,A,LRP050a,SOYDABAD BOX CULVERT
N102,1001477,link,link 993,23.7932774,91.1466941,372.0,A,LRP050b,Bridge start
N102,1001478,bridge,bridge 473,23.79335444201681,91.14680965042017,17.3,C,LRP050c,CHAITABUS - RCC GIRDER BRIDGE
N102,1001479,link,link 994,23.7938886,91.1476108,104.0,A,LRP051,Km post missing
N102,1001480,link,link 995,23.8008056,91.1501667,853.0,A,LRP051a,Box Culvert
N102,1001481,link,link 996,23.8020833,91.1504167,147.0,A,LRP052,Km post missing
N102,1001482,bridge,bridge 474,23.80675,91.1513056,49.75,B,LRP052a,Bizna Bridge
N102,1001483,link,link 997,23.8071667,91.1513889,53.0,A,LRP052b,Bridge End
N102,1001484,link,link 998,23.8108056,91.1521389,416.0,A,LRP053,Km post missing
N102,1001485,bridge,bridge 475,23.8141944,91.1528889,36.8,B,LRP053a,CHATURA CULVERT
N102,1001486,link,link 999,23.8145556,91.153,44.0,A,LRP053b,Bridge end
N102,1001487,link,link 1000,23.820416,91.15375,679.0,A,LRP054,Bbaria 18 km Sylhet 196 km
N102,1001488,link,link 1001,23.829328707605637,91.15506456450704,1008.0,A,LRP055,Bbaria 17 km Sylhet 195 km
N102,1001489,bridge,bridge 476,23.8298327,91.1551389,8.7,B,LRP055a,TANTO CULVERT
N102,1001490,link,link 1002,23.829916,91.1551389,14.0,A,LRP055b,Bridge End
N102,1001491,bridge,bridge 477,23.8323327,91.1555278,4.6,A,LRP055c,MATIA PARA BOX CULVERT
N102,1001492,link,link 1003,23.8383052,91.1564167,652.0,A,LRP056,Km post missing
N102,1001493,link,link 1004,23.8393608,91.1566111,143.0,A,LRP056a,Z1202 Road to Akhoura
N102,1001494,bridge,bridge 478,23.8450274,91.1571389,166.3,B,LRP056b,DARKHAR BRIDGE
N102,1001495,link,link 1005,23.8465552,91.1574444,175.0,A,LRP056c,Bridge End
N102,1001496,link,link 1006,23.8469441,91.1575278,44.0,A,LRP057,Km post missing
N102,1001497,link,link 1007,23.85575,91.1591389,1000.0,A,LRP058,Km post missing
N102,1001498,bridge,bridge 479,23.8606111,91.1552222,34.2,B,LRP058a,Ujaneswar Bridge
N102,1001499,link,link 1008,23.8608056,91.1549722,36.0,A,LRP058b,Bridge End
N102,1001500,link,link 1009,23.8621667,91.1532778,243.0,A,LRP059,Km post missing
N102,1001501,bridge,bridge 480,23.8632222,91.1519444,3.0,B,LRP059a,AWARON CULVERT
N102,1001502,bridge,bridge 481,23.8663333,91.1479997,16.38,C,LRP059b,Akhand Bridge
N102,1001503,link,link 1010,23.8664444,91.1478608,16.0,A,LRP059c,Bridge End
N102,1001504,link,link 1011,23.8748604,91.1409997,258.0,A,LRP060,Km post missing / Bridge start
N102,1001505,link,link 1012,23.8750549,91.1408608,964.0,A,LRP060b,Bridge End
N102,1001506,link,link 1013,23.8752771,91.1405274,36.0,A,LRP061,Km post missing
N102,1001507,link,link 1014,23.8843052,91.1353052,1072.0,A,LRP062,BBaria 10 km Sylhet 188 km
N102,1001508,link,link 1015,23.8856941,91.1346941,169.0,A,LRP062a,Z1216 to Akhaowera
N102,1001509,bridge,bridge 482,23.8840274,91.1340274,5.5,A,LRP062b,SULTANPUR BOX CULVERT
N102,1001510,bridge,bridge 483,23.892357146358545,91.1312245987395,5.6,A,LRP062c,SULTANPUR BOX CULVERT
N102,1001511,link,link 1016,23.8929441,91.1310271,47.0,A,LRP063,BBaria 9 Sylhet 187 km
N102,1001512,bridge,bridge 484,23.8946386,91.1300827,21.25,C,LRP063a,Sultanpur Uttar Bridge
N102,1001513,link,link 1017,23.894833,91.1299993,24.0,A,LRP063b,Bridge End
