agent_id,name,road,lat,lon,length_m,condition,betweenness,daily_tonnes,criticality_score,condition_weight,flood_risk,vulnerability_score
1000779,bridge 211,N1,21.89646793301105,92.06108684571824,7.3,A,0.2806716230629274,46889.98095238095,13160.687059294512,1,1.0,1.0
1000780,bridge 212,N1,21.8908886,92.0596667,45.0,C,0.2802712959436923,46889.98095238095,13141.915728298858,3,1.0,3.0
1000782,bridge 213,N1,21.8810271,92.0589722,14.0,A,0.27946954741696906,46889.98095238095,13104.321755152205,1,1.0,1.0
1000788,bridge 214,N1,21.8597222,92.0602778,20.6,A,0.27705554753077505,46889.98095238095,12991.129346469517,1,1.0,1.0
1000791,bridge 215,N1,21.8526111,92.0609722,14.2,B,0.27584362329053935,46889.98095238095,12934.302241929137,2,1.0,2.0
1000794,bridge 216,N1,21.842583,92.0638611,15.7,A,0.2746284161855446,46889.98095238095,12877.321203922736,1,1.0,1.0
1000797,bridge 217,N1,21.8336663,92.0684438,294.15,D,0.27340992621579074,46889.98095238095,12820.186232450309,4,1.0,4.0
1000806,bridge 218,N1,21.8045278,92.077166,9.3,B,0.2697347591179745,46889.98095238095,12647.85771723689,2,1.0,2.0
1000811,bridge 219,N1,21.7873886,92.0788882,12.6,A,0.2676802329229023,46889.98095238095,12551.521023083784,1,1.0,1.0
1000816,bridge 220,N1,21.7776382,92.0843886,12.8,A,0.26561658765905477,46889.98095238095,12454.756735969504,1,1.0,1.0
1000821,bridge 221,N1,21.7711938,92.0816382,9.3,A,0.263543823326432,46889.98095238095,12357.564855894048,1,1.0,1.0
1000828,bridge 222,N1,21.7392497,92.0828604,58.57,C,0.2606266332252177,46889.98095238095,12220.777867613633,3,1.0,3.0
1000830,bridge 223,N1,21.7376386,92.0834719,3.5,A,0.2597898674743973,46889.98095238095,12181.541937496062,1,1.0,1.0
1000835,bridge 224,N1,21.7229438,92.0834719,54.03,C,0.2576915697492037,46889.98095238095,12083.152797129309,3,1.0,3.0
1000838,bridge 225,N1,21.7169438,92.0824993,60.03,C,0.25642821396107546,46889.98095238095,12023.914068287895,3,1.0,3.0
1000846,bridge 226,N1,21.6747493,92.0766104,7.0,A,0.25304321563168886,46889.98095238095,11865.191561099116,1,1.0,1.0
1000847,bridge 227,N1,21.6742216,92.0765549,5.2,A,0.25261844940813594,46889.98095238095,11845.274280967506,1,1.0,1.0
1000850,bridge 228,N1,21.6688327,92.0759438,9.3,A,0.25134196216097127,46889.98095238095,11785.419818261997,1,1.0,1.0
1000851,bridge 229,N1,21.6618889,92.074916,14.0,A,0.25091573688641433,46889.98095238095,11765.434123256598,1,1.0,1.0
1000853,bridge 230,N1,21.6590556,92.0751382,1.4,A,0.25006219204904745,46889.98095238095,11725.411422090463,1,1.0,1.0
1000854,bridge 231,N1,21.653,92.0751382,4.5,C,0.2496348724862375,46889.98095238095,11705.374415929724,3,1.0,3.0
1000856,bridge 232,N1,21.6497219,92.0733049,2.5,A,0.24877913907236454,46889.98095238095,11665.249092452905,1,1.0,1.0
1000863,bridge 233,N1,21.6213604,92.0724438,4.8,A,0.24577258209715236,46889.98095238095,11524.271693152958,1,1.0,1.0
1000865,bridge 234,N1,21.617166,92.0679993,46.0,A,0.24491028295376122,46889.98095238095,11483.838502744093,1,1.0,1.0
1000875,bridge 235,N1,21.59379884019608,92.06161870980392,14.0,A,0.24057690147174474,46889.98095238095,11280.64632759294,1,1.0,1.0
1000878,bridge 236,N1,21.5861941,92.0650278,3.0,A,0.2392697741534951,46889.98095238095,11219.355152537877,1,1.0,1.0
1000879,bridge 237,N1,21.584833,92.0652222,2.5,A,0.23883333552190983,46889.98095238095,11198.89055341596,1,1.0,1.0
1000881,bridge 238,N1,21.5769993,92.0697216,7.5,A,0.2379593639704863,46889.98095238095,11157.91004401679,1,1.0,1.0
1000883,bridge 239,N1,21.564,92.0702493,14.0,A,0.23708393336805875,46889.98095238095,11116.86111974383,1,1.0,1.0
1000895,bridge 240,N1,21.5283049,92.0650833,14.0,B,0.23180070968240837,46889.98095238095,10869.130861756516,2,1.0,2.0
1000904,bridge 241,N1,21.5083889,92.0717493,9.2,A,0.2278038218382,46889.98095238095,10681.716866872783,1,1.0,1.0
1000907,bridge 242,N1,21.4974719,92.0765549,1.5,A,0.22646496016061232,46889.98095238095,10618.937668312823,1,1.0,1.0
1000909,bridge 243,N1,21.4964441,92.077166,3.0,A,0.22557056189513217,46889.98095238095,10576.999350680617,1,1.0,1.0
1000912,bridge 244,N1,21.4851386,92.091333,8.2,A,0.22422622877627935,46889.98095238095,10513.963596343952,1,1.0,1.0
1000914,bridge 245,N1,21.4767771,92.0957497,12.4,A,0.22332818288328904,46889.98095238095,10471.854241527273,1,1.0,1.0
1000917,bridge 246,N1,21.4712216,92.0998886,2.0,A,0.22197837832317105,46889.98095238095,10408.561931413904,1,1.0,1.0
1000918,bridge 247,N1,21.4708049,92.1002222,6.8,A,0.22152771394429635,46889.98095238095,10387.430287272553,1,1.0,1.0
1000922,bridge 248,N1,21.4545,92.10075,13.0,A,0.21972140880128746,46889.98095238095,10302.732673522678,1,1.0,1.0
1000925,bridge 249,N1,21.4494719,92.0995274,9.2,A,0.21836284993514518,46889.98095238095,10239.029874166577,1,1.0,1.0
1000930,bridge 250,N1,21.4375552,92.0984997,136.3,C,0.21609128990322116,46889.98095238095,10132.51646753747,3,1.0,3.0
1000933,bridge 251,N1,21.4310271,92.0961941,4.5,C,0.2147239767310546,46889.98095238095,10068.40317893864,3,1.0,3.0
1000934,bridge 252,N1,21.4290271,92.0954997,11.3,C,0.21426747614816372,46889.98095238095,10046.997875302137,3,1.0,3.0
1000938,bridge 253,N1,21.427916,92.0896108,2.4,C,0.2124378261890901,46889.98095238095,9961.20562357165,3,1.0,3.0
1000939,bridge 254,N1,21.4278882,92.0893886,7.2,B,0.21197950179244415,46889.98095238095,9939.71480134291,2,1.0,2.0
1000940,bridge 255,N1,21.4271104,92.084083,8.1,C,0.2115208126330472,46889.98095238095,9918.206875395723,3,1.0,3.0
1000942,bridge 256,N1,21.4267771,92.0804716,10.9,A,0.21060234002600028,46889.98095238095,9875.13971234601,1,1.0,1.0
1000945,bridge 257,N1,21.427416,92.0707216,2.2,B,0.20922189539479732,46889.98095238095,9810.410689883087,2,1.0,2.0
1000947,bridge 258,N1,21.4270827,92.0632778,3.0,A,0.20829977516024029,46889.98095238095,9767.172489648901,1,1.0,1.0
1000948,bridge 259,N1,21.4273327,92.0608333,2.8,A,0.20783816789883525,46889.98095238095,9745.527733954139,1,1.0,1.0
1000949,bridge 260,N1,21.4278882,92.0576667,10.0,D,0.2073761958746792,46889.98095238095,9723.86587454093,4,1.0,4.0
1000952,bridge 261,N1,21.4280549,92.0529444,1.6,A,0.20598809122570497,46889.98095238095,9658.777673990617,1,1.0,1.0
1000953,bridge 262,N1,21.4274993,92.0484441,3.6,A,0.20552466015054488,46889.98095238095,9637.047399703619,1,1.0,1.0
1000954,bridge 263,N1,21.4275271,92.0483886,8.0,C,0.2050608643126338,46889.98095238095,9615.300021698173,3,1.0,3.0
1000956,bridge 264,N1,21.4295549,92.044083,8.3,A,0.20413217834855854,46889.98095238095,9571.753954531941,1,1.0,1.0
1000957,bridge 265,N1,21.4298049,92.0392774,22.0,C,0.20366728822239438,46889.98095238095,9549.955265371154,3,1.0,3.0
1000959,bridge 266,N1,21.4289716,92.0348608,2.7,C,0.20273641368181308,46889.98095238095,9506.306575894241,3,1.0,3.0
1000960,bridge 267,N1,21.4294438,92.0316104,2.7,B,0.2022704292673959,46889.98095238095,9484.456575578113,2,1.0,2.0
1000961,bridge 268,N1,21.4300827,92.0304716,2.9,C,0.2018040800902277,46889.98095238095,9462.589471543537,3,1.0,3.0
1000962,bridge 269,N1,21.430416,92.0293049,1.8,C,0.2013373661503085,46889.98095238095,9440.705263790516,3,1.0,3.0
1000964,bridge 270,N1,21.4298882,92.0279716,0.8,A,0.20040284398221708,46889.98095238095,9396.88553712913,1,1.0,1.0
1000965,bridge 271,N1,21.4262493,92.0235827,1.5,B,0.19993503575404487,46889.98095238095,9374.950018220768,2,1.0,2.0
1000966,bridge 272,N1,21.4258604,92.023166,1.5,A,0.19946686276312162,46889.98095238095,9352.997395593959,1,1.0,1.0
1000968,bridge 273,N1,21.4225549,92.0274438,1.3,A,0.19852942249302208,46889.98095238095,9309.040839184996,1,1.0,1.0
1000969,bridge 274,N1,21.4220827,92.0278604,1.3,A,0.19806015521384582,46889.98095238095,9287.036905402845,1,1.0,1.0
1000971,bridge 275,N1,21.4191104,92.032416,1.3,A,0.19712052636724023,46889.98095238095,9242.977726683202,1,1.0,1.0
1000972,bridge 276,N1,21.4165,92.0353052,1.3,B,0.1966501647998109,46889.98095238095,9220.922481745709,2,1.0,2.0
1000973,bridge 277,N1,21.4156389,92.0367219,7.1,C,0.1961794384696306,46889.98095238095,9198.850133089769,3,1.0,3.0
1000975,bridge 278,N1,21.4135833,92.0393886,2.5,A,0.1952368915210169,46889.98095238095,9154.654124622548,1,1.0,1.0
1000976,bridge 279,N1,21.4120556,92.039583,1.3,A,0.19476507090258355,46889.98095238095,9132.530464811269,1,1.0,1.0
1000977,bridge 280,N1,21.4115,92.0438052,2.2,C,0.19429288552139917,46889.98095238095,9110.38970128154,3,1.0,3.0
1000978,bridge 281,N1,21.4111667,92.0441108,4.0,A,0.1938203353774638,46889.98095238095,9088.231834033366,1,1.0,1.0
1000981,bridge 282,N1,21.41025,92.0480552,21.5,C,0.19240049636915157,46889.98095238095,9021.655609978157,3,1.0,3.0
1000983,bridge 283,N1,21.4094167,92.0531944,11.3,C,0.1914521132165217,46889.98095238095,8977.185942015783,3,1.0,3.0
1000985,bridge 284,N1,21.4079722,92.056,14.1,A,0.1905022710128878,46889.98095238095,8932.647859179624,1,1.0,1.0
1000987,bridge 285,N1,21.4058611,92.0594167,2.3,B,0.18955096975824984,46889.98095238095,8888.041361469674,2,1.0,2.0
1000989,bridge 286,N1,21.4039167,92.0628333,24.1,C,0.18859820945260783,46889.98095238095,8843.366448885934,3,1.0,3.0
1000995,bridge 287,N1,21.393333,92.068166,45.6,C,0.18573117422965754,46889.98095238095,8708.93122189199,3,1.0,3.0
1000997,bridge 288,N1,21.3889441,92.0688049,5.0,C,0.18477257771999936,46889.98095238095,8663.982649813099,3,1.0,3.0
1000999,bridge 289,N1,21.3873052,92.0697771,11.2,D,0.18381252215933713,46889.98095238095,8618.96566286042,4,1.0,4.0
1001001,bridge 290,N1,21.384583,92.0704993,1.3,B,0.18285100754767084,46889.98095238095,8573.880261033952,2,1.0,2.0
1001003,bridge 291,N1,21.3826938,92.0710271,49.3,C,0.18188803388500052,46889.98095238095,8528.726444333695,3,1.0,3.0
1001007,bridge 292,N1,21.378916,92.0703327,2.4,B,0.17995770940664774,46889.98095238095,8438.213566311819,2,1.0,2.0
1001016,bridge 293,N1,21.3736938,92.0768327,2.3,C,0.17559314070941978,46889.98095238095,8233.559023233442,3,1.0,3.0
1001017,bridge 294,N1,21.3731938,92.0773327,61.3,D,0.17510636481819494,46889.98095238095,8210.734110965832,4,1.0,4.0
1001028,bridge 295,N1,21.3571944,92.0791104,14.1,A,0.16972775567315507,46889.98095238095,7958.531230604609,1,1.0,1.0
1001029,bridge 296,N1,21.3563333,92.0790827,11.0,B,0.1692366026289181,46889.98095238095,7935.5010737156335,2,1.0,2.0
1001031,bridge 297,N1,21.3526667,92.0783327,10.3,A,0.16825320225219112,46889.98095238095,7889.389448782342,1,1.0,1.0
1001037,bridge 298,N1,21.3381941,92.078916,14.0,A,0.16529424681598595,46889.98095238095,7750.644084739737,1,1.0,1.0
1001038,bridge 299,N1,21.3324716,92.0790827,23.5,A,0.16479981090698986,46889.98095238095,7727.459994384737,1,1.0,1.0
1001040,bridge 300,N1,21.3297771,92.0787771,50.6,C,0.1638098448007447,46889.98095238095,7681.0405025193995,3,1.0,3.0
1001043,bridge 301,N1,21.3241104,92.085333,6.6,C,0.16232215992074436,46889.98095238095,7611.282986833038,3,1.0,3.0
1001044,bridge 302,N1,21.3238049,92.0857219,2.4,A,0.16182553543524222,46889.98095238095,7587.996274167357,1,1.0,1.0
1001045,bridge 303,N1,21.3207493,92.0893052,17.0,A,0.16132854618698905,46889.98095238095,7564.692457783228,1,1.0,1.0
1001047,bridge 304,N1,21.3179438,92.0921663,2.4,A,0.16033347340222973,46889.98095238095,7518.03351385963,1,1.0,1.0
1001048,bridge 305,N1,21.3177771,92.0922497,11.1,C,0.15983538986572354,46889.98095238095,7494.678386320161,3,1.0,3.0
1001050,bridge 306,N1,21.3125,92.096333,8.5,C,0.15883812850445814,46889.98095238095,7447.91682008588,3,1.0,3.0
1001053,bridge 307,N1,21.3101667,92.0974997,2.4,C,0.15733950074192743,46889.98095238095,7377.646192846106,3,1.0,3.0
1001054,bridge 308,N1,21.3039722,92.0967497,20.7,B,0.1568392286289152,46889.98095238095,7354.188442995955,2,1.0,2.0
1001067,bridge 309,N1,21.2694716,92.1066667,2.2,B,0.15030249774941382,46889.98095238095,7047.6812565652945,2,1.0,2.0
1001068,bridge 310,N1,21.2678604,92.1088333,10.9,C,0.14979711895788742,46889.98095238095,7023.984054656885,3,1.0,3.0
1001070,bridge 311,N1,21.2646111,92.1134444,2.1,C,0.14878526708658155,46889.98095238095,6976.538339684721,3,1.0,3.0
1001072,bridge 312,N1,21.2639722,92.1141944,2.0,A,0.14777195616427163,46889.98095238095,6929.02420983877,1,1.0,1.0
1001073,bridge 313,N1,21.2637222,92.1144722,1.8,A,0.14726475355899016,46889.98095238095,6905.241489338124,1,1.0,1.0
1001074,bridge 314,N1,21.2623611,92.1161667,2.2,A,0.14675718619095768,46889.98095238095,6881.44166511903,1,1.0,1.0
1001077,bridge 315,N1,21.2565556,92.122916,6.4,A,0.14523229551035416,46889.98095238095,6809.939570151068,1,1.0,1.0
1001078,bridge 316,N1,21.2565,92.1229716,2.2,A,0.14472326909131764,46889.98095238095,6786.071331058187,1,1.0,1.0
1001082,bridge 317,N1,21.2521111,92.1287493,3.1,A,0.1426835157876614,46889.98095238095,6690.427337502189,1,1.0,1.0
1001083,bridge 318,N1,21.2504722,92.1307493,38.7,C,0.1421726655548698,46889.98095238095,6666.473579817072,3,1.0,3.0
1001085,bridge 319,N1,21.248083,92.1341108,3.0,A,0.14114987080103358,46889.98095238095,6618.514753291497,1,1.0,1.0
1001088,bridge 320,N1,21.2447497,92.1389441,9.4,B,0.13961294294964668,46889.98095238095,6546.448235614782,2,1.0,2.0
1001089,bridge 321,N1,21.242333,92.1413608,15.4,D,0.13909990414034903,46889.98095238095,6522.391855618983,4,1.0,4.0
1001095,bridge 322,N1,21.2261382,92.1611667,3.0,C,0.13601401126679186,46889.98095238095,6377.694397556798,3,1.0,3.0
1001096,bridge 323,N1,21.2243327,92.1614444,4.6,A,0.13549841911823712,46889.98095238095,6353.51829153187,1,1.0,1.0
1001098,bridge 324,N1,21.2165556,92.1626944,9.4,C,0.13446614053287462,46889.98095238095,6305.114768326671,3,1.0,3.0
1001099,bridge 325,N1,21.2152778,92.1649722,15.2,C,0.13394945409606684,46889.98095238095,6280.887351146401,3,1.0,3.0
1001102,bridge 326,N1,21.2127222,92.1678882,58.0,C,0.13239720620913745,46889.98095238095,6208.102477294908,3,1.0,3.0
1001104,bridge 327,N1,21.2096944,92.168416,3.3,B,0.1313605504707628,46889.98095238095,6159.493709468345,2,1.0,2.0
1001106,bridge 328,N1,21.2011389,92.170416,15.4,C,0.1303224356813841,46889.98095238095,6110.816526767992,3,1.0,3.0
1001108,bridge 329,N1,21.1977219,92.1705549,3.3,A,0.12928286184100138,46889.98095238095,6062.070929193853,1,1.0,1.0
1001110,bridge 330,N1,21.1965552,92.1708604,12.3,D,0.12824182894961458,46889.98095238095,6013.256916745924,4,1.0,4.0
1001112,bridge 331,N1,21.1923052,92.1695271,1.2,C,0.12719933700722377,46889.98095238095,5964.374489424208,3,1.0,3.0
1001113,bridge 332,N1,21.1906108,92.167916,15.2,C,0.12667754389190183,46889.98095238095,5939.907620185679,3,1.0,3.0
1001115,bridge 333,N1,21.1866386,92.1638056,1.3,C,0.12563286337300494,46889.98095238095,5890.922570553281,3,1.0,3.0
1001116,bridge 334,N1,21.1859441,92.1610833,3.3,A,0.12510997596942997,46889.98095238095,5866.40439015941,1,1.0,1.0
1001117,bridge 335,N1,21.185833,92.1609167,4.7,B,0.12458672380310398,46889.98095238095,5841.869106047093,2,1.0,2.0
1001119,bridge 336,N1,21.178666,92.1574722,1.2,C,0.12353912518219899,46889.98095238095,5792.747226667117,3,1.0,3.0
1001121,bridge 337,N1,21.1742771,92.1557222,6.4,D,0.12249006751028996,46889.98095238095,5743.556932413353,4,1.0,4.0
1001122,bridge 338,N1,21.1718327,92.1551389,3.35,A,0.12196499153020893,46889.98095238095,5718.936129708801,1,1.0,1.0
1001123,bridge 339,N1,21.1698049,92.1545833,13.0,C,0.12143955078737688,46889.98095238095,5694.298223285801,3,1.0,3.0
1001125,bridge 340,N1,21.168416,92.1532778,3.2,A,0.12038757501345974,46889.98095238095,5644.97109928446,1,1.0,1.0
1001127,bridge 341,N1,21.1673327,92.1524167,3.4,A,0.11933414018853856,46889.98095238095,5595.575560409332,1,1.0,1.0
1001128,bridge 342,N1,21.1652222,92.1521667,2.8,A,0.11880687563195147,46889.98095238095,5570.852135394097,1,1.0,1.0
1001129,bridge 343,N1,21.1649444,92.1521944,12.8,D,0.11827924631261336,46889.98095238095,5546.111606660415,4,1.0,4.0
1001131,bridge 344,N1,21.1624722,92.1522778,1.2,A,0.11722289338568408,46889.98095238095,5496.57923803771,1,1.0,1.0
1001134,bridge 345,N1,21.1593056,92.1526111,1.2,A,0.11563562827465759,46889.98095238095,5422.152407215299,1,1.0,1.0
1001135,bridge 346,N1,21.1586667,92.1525,1.2,A,0.11510581037881341,46889.98095238095,5397.3092561709345,1,1.0,1.0
1001136,bridge 347,N1,21.1556389,92.1527778,2.8,A,0.11457562772021822,46889.98095238095,5372.449001408123,1,1.0,1.0
1001137,bridge 348,N1,21.1537778,92.1528611,2.8,A,0.114045080298872,46889.98095238095,5347.571642926864,1,1.0,1.0
1001138,bridge 349,N1,21.1521944,92.1535278,1.2,A,0.11351416811477479,46889.98095238095,5322.677180727159,1,1.0,1.0
1001140,bridge 350,N1,21.147333,92.1574167,1.2,C,0.11245124945832731,46889.98095238095,5272.836945172407,3,1.0,3.0
1001141,bridge 351,N1,21.1442774,92.1586389,34.2,C,0.11191924298597707,46889.98095238095,5247.89117181736,3,1.0,3.0
1001144,bridge 352,N1,21.1414997,92.1599167,2.7,A,0.11032103499242023,46889.98095238095,5172.951229441537,1,1.0,1.0
1001145,bridge 353,N1,21.1410552,92.1602222,2.7,A,0.10978756946906593,46889.98095238095,5147.937041212702,1,1.0,1.0
1001146,bridge 354,N1,21.1381108,92.1648611,4.2,A,0.10925373918296062,46889.98095238095,5122.90574926542,1,1.0,1.0
1001148,bridge 355,N1,21.137833,92.1671104,1.2,A,0.10818498432249696,46889.98095238095,5072.791854215514,1,1.0,1.0
1001149,bridge 356,N1,21.1375552,92.1683049,2.8,A,0.10765005974813861,46889.98095238095,5047.709251112891,1,1.0,1.0
1001150,bridge 357,N1,21.1372219,92.1708882,1.2,A,0.10711477041102926,46889.98095238095,5022.609544291821,1,1.0,1.0
1001151,bridge 358,N1,21.1371108,92.1727771,14.0,B,0.10657911631116888,46889.98095238095,4997.492733752303,2,1.0,2.0
1001153,bridge 359,N1,21.1367219,92.1741382,1.2,A,0.10550671382319511,46889.98095238095,4947.207801517927,1,1.0,1.0
1001155,bridge 360,N1,21.1363608,92.1755549,1.0,A,0.1044328522842173,46889.98095238095,4896.854454409762,1,1.0,1.0
1001156,bridge 361,N1,21.1353886,92.1770827,1.0,A,0.10389537437060187,46889.98095238095,4871.652125278009,1,1.0,1.0
1001157,bridge 362,N1,21.1333886,92.1806938,3.0,A,0.10335753169423544,46889.98095238095,4846.43269242781,1,1.0,1.0
1001158,bridge 363,N1,21.1333608,92.1808327,6.1,C,0.10281932425511799,46889.98095238095,4821.196155859163,3,1.0,3.0
1001161,bridge 364,N1,21.1319716,92.1846108,5.8,A,0.10120251336125957,46889.98095238095,4745.38392384254,1,1.0,1.0
1001162,bridge 365,N1,21.1309716,92.1856941,1.3,A,0.10066284687113808,46889.98095238095,4720.078972400105,1,1.0,1.0
1001164,bridge 366,N1,21.1268327,92.1902774,1.2,A,0.09958241960264205,46889.98095238095,4669.417758359893,1,1.0,1.0
1001165,bridge 367,N1,21.1242771,92.1918886,30.9,C,0.09904165882426752,46889.98095238095,4644.0614957621165,3,1.0,3.0
1001171,bridge 368,N1,21.1190827,92.1960274,1.2,C,0.0957894341362491,46889.98095238095,4491.5647420880705,3,1.0,3.0
1001172,bridge 369,N1,21.1175827,92.1966663,9.4,D,0.09524612001861749,46889.98095238095,4466.088753461164,4,1.0,4.0
1001173,bridge 370,N1,21.1165,92.1969163,11.8,C,0.09470244113823487,46889.98095238095,4440.595661115811,3,1.0,3.0
1001174,bridge 371,N1,21.1161389,92.1969997,2.8,C,0.09415839749510124,46889.98095238095,4415.085465052011,3,1.0,3.0
1001179,bridge 372,N1,21.1118611,92.2006389,1.2,C,0.0914327078381679,46889.98095238095,4287.277928956305,3,1.0,3.0
1001180,bridge 373,N1,21.1090556,92.2045278,31.7,C,0.0908864756185282,46889.98095238095,4261.665110581823,3,1.0,3.0
1001184,bridge 374,N1,21.1053611,92.2073889,1.2,C,0.08869789911245927,46889.98095238095,4159.042799899423,3,1.0,3.0
1001185,bridge 375,N1,21.1043611,92.2075278,1.2,C,0.08814984307906451,46889.98095238095,4133.344462932705,3,1.0,3.0
1001186,bridge 376,N1,21.1026389,92.2077778,6.2,A,0.08760142228291874,46889.98095238095,4107.62902224754,1,1.0,1.0
1001190,bridge 377,N1,21.097333,92.2106111,32.1,C,0.08540409147082555,46889.98095238095,4004.5962223224105,3,1.0,3.0
1001196,bridge 378,N1,21.0864997,92.2151111,4.4,A,0.0820971523701554,46889.98095238095,3849.5339108813037,1,1.0,1.0
1001197,bridge 379,N1,21.0859441,92.2153889,2.9,A,0.0815447191837485,46889.98095238095,3823.630329293221,1,1.0,1.0
1001200,bridge 380,N1,21.0803049,92.2174993,2.8,A,0.07988523104802174,46889.98095238095,3745.816962218291,1,1.0,1.0
1001201,bridge 381,N1,21.0783327,92.2186382,2.8,A,0.0793313388106108,46889.98095238095,3719.84496575642,1,1.0,1.0
1001202,bridge 382,N1,21.077916,92.2189993,1.9,A,0.07877708181044885,46889.98095238095,3693.8558655761026,1,1.0,1.0
1001206,bridge 383,N1,21.0728327,92.2232216,45.6,C,0.07655640618229091,46889.98095238095,3589.7284276703604,3,1.0,3.0
1001208,bridge 384,N1,21.0691104,92.2246382,2.8,B,0.07544387979170587,46889.98095238095,3537.5620864068064,2,1.0,2.0
1001211,bridge 385,N1,21.0650556,92.2245271,12.5,C,0.07377235448519574,46889.98095238095,3459.184296623124,3,1.0,3.0
1001217,bridge 386,N1,21.0549722,92.2268049,29.9,C,0.07041945527789815,46889.98095238095,3301.966916657687,3,1.0,3.0
1001221,bridge 387,N1,21.0512778,92.2323327,1.2,C,0.06817689388467953,46889.98095238095,3196.8132556451205,3,1.0,3.0
1001226,bridge 388,N1,21.0407497,92.2374997,36.6,C,0.06536548498125849,46889.98095238095,3064.986345714354,3,1.0,3.0
1001228,bridge 389,N1,21.0360552,92.2398608,2.8,A,0.06423836808063299,46889.98095238095,3012.1358557129174,1,1.0,1.0
1001230,bridge 390,N1,21.0321104,92.241083,1.2,A,0.06310979212900346,46889.98095238095,2959.2169508376937,1,1.0,1.0
1001231,bridge 391,N1,21.0300549,92.2413608,8.8,B,0.06254495700906217,46889.98095238095,2932.7318428224107,2,1.0,2.0
1001232,bridge 392,N1,21.0269438,92.2416941,1.2,A,0.06197975712636987,46889.98095238095,2906.229631088681,1,1.0,1.0
1001234,bridge 393,N1,21.0228882,92.2420274,9.2,A,0.06084826307273224,46889.98095238095,2853.17389646588,1,1.0,1.0
1001235,bridge 394,N1,21.0226104,92.2420552,41.75,C,0.0602819689017869,46889.98095238095,2826.6203735768086,3,1.0,3.0
1001237,bridge 395,N1,21.0169993,92.2440274,7.5,A,0.059148286271643195,46889.98095238095,2773.462016643325,1,1.0,1.0
1001238,bridge 396,N1,21.0150833,92.245333,37.2,C,0.058580897812444827,46889.98095238095,2746.857182598913,3,1.0,3.0
1001240,bridge 397,N1,21.0101389,92.2492497,2.7,A,0.057445026605795056,46889.98095238095,2693.596203354747,1,1.0,1.0
1001241,bridge 398,N1,21.0078889,92.251,1.2,A,0.056876543858343655,46889.98095238095,2666.940058154994,1,1.0,1.0
1001242,bridge 399,N1,21.0064444,92.2520833,38.0,C,0.05630769634814124,46889.98095238095,2640.2668092367935,3,1.0,3.0
1001244,bridge 400,N1,20.9990274,92.2537778,51.0,B,0.05516890703948338,46889.98095238095,2586.869000245051,2,1.0,2.0
1001246,bridge 401,N1,20.9942497,92.2545278,13.5,B,0.05402865867982147,46889.98095238095,2533.4027763795207,2,1.0,2.0
1001248,bridge 402,N1,20.9875274,92.2545556,13.5,B,0.05288695126915552,46889.98095238095,2479.868137640202,2,1.0,2.0
1001250,bridge 403,N1,20.9778049,92.25075,37.6,C,0.05174378480748552,46889.98095238095,2426.265084027095,3,1.0,3.0
1001253,bridge 404,N1,20.9697216,92.2485552,1.2,B,0.050026299394347926,46889.98095238095,2345.732225719081,2,1.0,2.0
1001255,bridge 405,N1,20.9673604,92.2491663,29.3,C,0.048879485305167815,46889.98095238095,2291.9581349215036,3,1.0,3.0
1001257,bridge 406,N1,20.9648611,92.2515278,2.8,A,0.047731212164983654,46889.98095238095,2238.1156292501373,1,1.0,1.0
1001258,bridge 407,N1,20.9622778,92.2528889,2.8,A,0.04715652845076505,46889.98095238095,2211.168720836784,1,1.0,1.0
1001259,bridge 408,N1,20.9620556,92.2530556,2.8,A,0.04658147997379544,46889.98095238095,2184.204708704983,1,1.0,1.0
1001261,bridge 409,N1,20.9580833,92.2543056,15.1,B,0.045430288731603194,46889.98095238095,2130.225373286041,2,1.0,2.0
1001267,bridge 410,N1,20.94957125079681,92.25817740896414,9.0,A,0.04196796069900215,46889.98095238095,1967.8768777864834,1,1.0,1.0
1001268,bridge 411,N1,20.9482774,92.2589167,9.0,B,0.041389629357273444,46889.98095238095,1940.7589321886594,2,1.0,2.0
1001272,bridge 412,N1,20.9436941,92.2603056,37.3,C,0.03907265636284848,46889.98095238095,1832.1161126128916,3,1.0,3.0
1001276,bridge 413,N1,20.9361108,92.2628611,1.5,A,0.03674984716440732,46889.98095238095,1723.1996335419706,1,1.0,1.0
1001277,bridge 414,N1,20.9346663,92.2631667,1.5,C,0.03616823295791951,46889.98095238095,1695.9277544781228,3,1.0,3.0
1001278,bridge 415,N1,20.934333,92.26325,35.9,C,0.035586253988680684,46889.98095238095,1668.638771695828,3,1.0,3.0
1001344,bridge 417,N102,23.4937774,91.1064722,1.5,A,0.4120471288064817,18882.7,7780.562319114152,1,0.5,0.5
1001345,bridge 418,N102,23.496333,91.1059167,1.6,A,0.4119739938749039,18882.7,7779.181334141648,1,0.5,0.5
1001346,bridge 419,N102,23.4976941,91.1055833,1.4,A,0.41190049418057506,18882.7,7777.793461463545,1,0.5,0.5
1001349,bridge 420,N102,23.5112222,91.0981108,2.5,B,0.4116812717672172,18882.7,7773.653950398832,2,0.5,1.0
1001353,bridge 421,N102,23.5323882,91.0834719,3.75,C,0.41139602729592617,18882.7,7768.267764620786,3,0.5,1.5
1001355,bridge 422,N102,23.5421941,91.0742493,17.8,A,0.4112543169671582,18882.7,7765.591890995758,1,0.5,0.5
