road,km,type,LRPName,lat,lon,fix_method,shift_meters,condition,length
N7,44.344,Box Culvert,LRP043a,23.5348886,89.7058056,Fixed: Matched on LRP Name,12.705674059538158,A,9.08
N7,44.724,Box Culvert,LRP044a,23.5333049,89.7025,Fixed: Matched on LRP Name,3.161642410386362,A,8.8
N7,47.277,Slab Culvert,LRP046a,23.5339163,89.6777493,Fixed: Matched on LRP Name,4.209362632810814,A,7.85
N7,51.189,Box Culvert,LRP050a,23.5389441,89.6399719,Fixed: Matched on LRP Name,6.77462395502381,A,7.9
N7,52.906,Box Culvert,LRP052a,23.5429163,89.6271938,Fixed: Matched on LRP Name,340.06579427772147,A,4.24
N7,53.348,Box Culvert,LRP052b,23.5424441,89.6239716,Fixed: Matched on LRP Name,423.4280153667155,A,7.8
N7,53.814,Box Culvert,LRP053a,23.5366663,89.6180549,Fixed: Matched on LRP Name,0.07828510323400621,A,4.15
N7,54.297,Box Culvert,LRP053b,23.5329716,89.6154722,Fixed: Matched on LRP Name,12.623926799894297,A,5.2
N7,55.799,Box Culvert,LRP055a,23.5269438,89.6032778,Fixed: Matched on LRP Name,5.662163732092923,A,13.25
N7,56.399,Box Culvert,LRP055c,23.5266104,89.5961108,Fixed: Matched on LRP Name,171.7271594354838,A,2.94
N7,56.555,Box Culvert,LRP056a,23.5271104,89.5931941,Fixed: Matched on LRP Name,301.4592845677501,A,7.95
N7,56.849,Box Culvert,LRP056b,23.5278882,89.5873886,Fixed: Matched on LRP Name,610.5794254662123,A,16.4
N7,57.452,Box Culvert,LRP056d,23.528171363448276,89.5854908337931,Fixed: Interpolated by Chainage,205.24019271786113,A,7.9
N7,57.78,Box Culvert,LRP057a,23.5282771,89.5842219,Fixed: Matched on LRP Name,8.414700587656236,A,8.95
N7,58.553,Box Culvert,LRP058a,23.5295827,89.5714716,Fixed: Matched on LRP Name,531.6518736960633,A,6.8
N7,59.084,Box Culvert,LRP058b,23.52970658621554,89.56973670225564,Fixed: Interpolated by Chainage,170.94317404343477,A,5.74
N7,59.489,Box Culvert,LRP059a,23.5298604,89.5674993,Fixed: Matched on LRP Name,15.364833599527087,A,6.8
N7,60.544,Box Culvert,LRP060a,23.5312771,89.5573333,Fixed: Matched on LRP Name,16.815193609113575,A,9.0
N7,60.809,Box Culvert,LRP060b,23.5316104,89.55475,Fixed: Matched on LRP Name,6.867621485804936,A,9.0
N7,62.911,Box Culvert,LRP062a,23.5403052,89.5380274,Fixed: Matched on LRP Name,4.187577973698208,A,15.0
N7,64.734,Box Culvert,LRP064a,23.546583,89.5218604,Fixed: Matched on LRP Name,12.64706061450399,A,7.05
N7,65.221,Truss with RCC Slab,LRP064b,23.5444719,89.5183327,Fixed: Matched on LRP Name,0.0,A,612.5
N7,65.221,Truss with RCC Slab,LRP064b,23.5444719,89.5183327,Fixed: Matched on LRP Name,3.0536010543764136,A,621.0
N7,66.302,Box Culvert,LRP065b,23.535980546875,89.511779528125,Fixed: Interpolated by Chainage,127.1885143472721,A,10.22
N7,67.243,Box Culvert,LRP066b,23.5323327,89.50475,Fixed: Matched on LRP Name,18.81722069644453,A,2.92
N7,68.125,RCC Girder Bridge,LRP067a,23.5283327,89.497333,Fixed: Matched on LRP Name,11.294068230190852,A,14.4
N7,69.364,RCC Girder Bridge,LRP068a,23.5241938,89.4861108,Fixed: Matched on LRP Name,3.017255744471833,A,13.0
N7,69.364,RCC Girder Bridge,LRP068a,23.5241938,89.4861108,Fixed: Matched on LRP Name,0.0,A,13.0
N7,70.566,Box Culvert,LRP070a,23.5217771,89.4745549,Fixed: Matched on LRP Name,21.019364773643048,A,10.0
N7,76.562,Box Culvert,LRP076b,23.4899997,89.4295271,Fixed: Matched on LRP Name,8.429293193988878,A,47.39
N7,76.672,RCC Bridge,LRP076d,23.4890552,89.4291104,Fixed: Matched on LRP Name,13.65834437416165,A,20.37
N7,78.885,Box Culvert,LRP078b,23.4851941,89.4092222,Fixed: Matched on LRP Name,10.89264950529208,A,3.45
N7,79.53,Box Culvert,LRP079a,23.4847774,89.4029167,Fixed: Matched on LRP Name,28.516603963316708,A,6.8
N7,80.042,Box Culvert,LRP079b,23.4845552,89.3978608,Fixed: Matched on LRP Name,27.19227016126368,A,2.94
N7,81.076,Box Culvert,LRP080a,23.4844441,89.3877497,Fixed: Matched on LRP Name,2.8637531805717305,A,15.1
N7,81.556,Box Culvert,LRP081a,23.4848052,89.3830827,Fixed: Matched on LRP Name,9.633049919838841,A,2.9
N7,82.312,Box Culvert,LRP081b,23.4835552,89.3758049,Fixed: Matched on LRP Name,6.860043222993265,A,6.77
N7,82.664,Box Culvert,LRP082a,23.4887774,89.3677216,Fixed: Matched on LRP Name,753.3174191713298,A,2.93
N7,83.45,Box Culvert,LRP082b,23.489223982608696,89.36765995652173,Fixed: Interpolated by Chainage,39.15014719375049,A,2.93
N7,83.987,Box Culvert,LRP083a,23.4934163,89.3663056,Fixed: Matched on LRP Name,12.539957493402257,A,6.8
N7,86.892,Box Culvert,LRP086a,23.50725,89.3423052,Fixed: Matched on LRP Name,9.00713932581183,A,6.8
N7,87.455,Box Culvert,LRP086b,23.5093889,89.3373052,Fixed: Matched on LRP Name,10.475305124752081,A,2.95
N7,88.562,Box Culvert,LRP088a,23.5130278,89.3272216,Fixed: Matched on LRP Name,3.086928976093619,A,6.8
N7,89.468,PC Girder Bridge,LRP088b,23.5164444,89.319166,Fixed: Matched on LRP Name,0.0,A,22.75
N7,89.468,PC Girder Bridge,LRP088b,23.5164444,89.319166,Fixed: Matched on LRP Name,6.172928191901849,A,22.75
N7,89.857,Box Culvert,LRP089a,23.5182771,89.3158056,Fixed: Matched on LRP Name,6.8624949117406455,A,5.7
N7,90.177,Box Culvert,LRP089b,23.5196104,89.3130278,Fixed: Matched on LRP Name,12.75202558267721,A,5.68
N7,90.704,Box Culvert,LRP090a,23.5221938,89.3087222,Fixed: Matched on LRP Name,11.758765663128225,A,5.7
N7,93.237,Box Culvert,LRP092a,23.5322771,89.2864997,Fixed: Matched on LRP Name,12.839633513045207,A,3.5
N7,93.605,Box Culvert,LRP093a,23.5334719,89.2831382,Fixed: Matched on LRP Name,17.56102692116076,A,6.8
N7,94.26,Box Culvert,LRP093b,23.5357774,89.277166,Fixed: Matched on LRP Name,8.45771648594697,A,3.44
N7,95.329,Box Culvert,LRP094a,23.5382497,89.2670549,Fixed: Matched on LRP Name,14.603885884084251,A,3.45
N7,97.82,Box Culvert,LRP097a,23.5410274,89.2436663,Fixed: Matched on LRP Name,10.87636392732391,A,6.82
N7,98.496,Box Culvert,LRP097b,23.5418886,89.2371108,Fixed: Matched on LRP Name,27.166336065224048,A,6.8
N7,101.48,Box Culvert,LRP100a,23.5399719,89.2083056,Fixed: Matched on LRP Name,4.213776329955246,A,3.44
N7,103.023,Box Culvert,LRP102a,23.5420552,89.1932774,Fixed: Matched on LRP Name,13.571345315311405,A,7.9
N7,105.14,PC Girder Bridge,LRP104a,23.5354719,89.188583,Fixed: Matched on LRP Name,2231.4650687420544,A,68.82
N7,109.231,Box Culvert,LRP108b,23.5021667,89.1615278,Fixed: Matched on LRP Name,2711.1382833069874,A,3.65
N7,109.658,Slab Culvert,LRP109a,23.4962497,89.1558889,Fixed: Matched on LRP Name,3133.782801862304,A,3.15
N7,111.388,Box Culvert,LRP111a,23.486281253644314,89.14886257492711,Fixed: Interpolated by Chainage,2752.0472824666317,A,3.67
N7,112.119,Box Culvert,LRP111d,23.4805515866,89.1453093816,Fixed: Interpolated by Chainage,2774.6360128939914,A,6.88
N7,112.861,Box Culvert,LRP112a,23.4758882,89.1429719,Fixed: Matched on LRP Name,2629.99536474584,A,3.7
N7,113.992,Box Culvert,LRP113a,23.4650833,89.1411386,Fixed: Matched on LRP Name,2671.0518802545294,A,1.37
N7,115.491,RCC Girder Bridge,LRP115a,23.4438052,89.1375552,Fixed: Matched on LRP Name,0.0,A,32.3
N7,115.491,RCC Girder Bridge,LRP115a,23.4438052,89.1375552,Fixed: Matched on LRP Name,3605.2892527492686,A,31.5
N7,116.715,Slab Culvert,LRP116a,23.469367405694307,89.13700423136864,Fixed: Interpolated by Chainage,641.3352245850135,A,2.3
N7,117.262,Box Culvert,LRP116b,23.446249415184816,89.13654881698302,Fixed: Interpolated by Chainage,1627.8282742114116,A,2.0
N7,119.107,Box Culvert,LRP118a,23.41937028471154,89.13658345548077,Fixed: Interpolated by Chainage,2727.947579954563,A,7.0
N7,119.297,Box Culvert,LRP118b,23.417766776057693,89.13609626990385,Fixed: Interpolated by Chainage,2721.7469346265098,A,6.92
N7,120.65,Box Culvert,LRP120a,23.4028611,89.1361663,Fixed: Matched on LRP Name,3050.4987989606416,A,2.6
N7,122.707,RCC Girder Bridge,LRP122b,23.3842219,89.137583,Fixed: Matched on LRP Name,0.0,A,43.0
N7,125.131,Slab Culvert,LRP124a,23.3641389,89.1416386,Fixed: Matched on LRP Name,3006.7047690554664,A,2.25
N7,125.515,Slab Culvert,LRP125a,23.3546111,89.1427219,Fixed: Matched on LRP Name,3669.3858565161636,A,2.3
N7,125.853,Arch Masonry,LRP125b,23.35978474583867,89.14205755659411,Fixed: Interpolated by Chainage,2750.7669673936407,A,8.5
N7,127.018,Arch Masonry,LRP126a,23.3523889,89.1428608,Fixed: Matched on LRP Name,2435.8894940147984,A,4.7
N7,128.535,Box Culvert,LRP128a,23.3269716,89.1446108,Fixed: Matched on LRP Name,3713.4688664753007,A,1.9
N7,129.422,Box Culvert,LRP129a,23.327938086941966,89.1444181765625,Fixed: Interpolated by Chainage,2736.2902551168577,A,10.05
N7,130.182,Box Culvert,LRP129d,23.3214042491,89.1462090497,Fixed: Interpolated by Chainage,2708.257779163218,A,3.65
N7,130.318,Box Culvert,LRP129e,23.3202255779,89.1465641593,Fixed: Interpolated by Chainage,2720.6225100141232,A,2.0
N7,131.204,Slab Culvert,LRP130b,23.312603650897227,89.14848899119086,Fixed: Interpolated by Chainage,2708.3260610534003,A,20.0
N7,132.241,Slab Culvert,LRP131a,23.3269716,89.1446108,Fixed: Matched on LRP Name,32.63648926129557,A,20.0
N7,137.847,Arch Masonry,LRP137a,23.255578847628865,89.16422896164948,Fixed: Interpolated by Chainage,2688.9675821416936,A,3.2
N7,139.82,Box Culvert,LRP139a,23.238508667567565,89.16565392972973,Fixed: Interpolated by Chainage,2595.1337311177085,A,2.06
N7,141.782,Arch Masonry,LRP141a,23.2180827,89.1654444,Fixed: Matched on LRP Name,2967.7445529675488,A,2.25
N7,142.096,RCC Girder Bridge,LRP141b,23.218483454090908,89.16530210318182,Fixed: Interpolated by Chainage,2612.4665791225057,A,31.01
N7,143.871,Box Culvert,LRP143a,23.204965420454545,89.17354857851241,Fixed: Interpolated by Chainage,2561.22385848638,A,2.0
N7,145.176,Arch Masonry,LRP144b,23.195445889423077,89.18056114403846,Fixed: Interpolated by Chainage,2604.2076155369164,A,2.0
N7,148.424,Box Culvert,LRP148a,23.1621944,89.1940274,Fixed: Matched on LRP Name,3348.899708774067,A,2.0
N7,148.816,Arch Masonry,LRP148b,23.1599167,89.1944441,Fixed: Matched on LRP Name,3215.4710342313383,A,2.28
N7,153.266,Box Culvert,LRP153a,23.14475016641791,89.21535750578359,Fixed: Interpolated by Chainage,2071.3652945489594,A,3.3
N7,153.825,Box Culvert,LRP153b,23.143307607934783,89.22188353554348,Fixed: Interpolated by Chainage,2583.1162100805805,A,3.6
N7,153.856,Box Culvert,LRP153c,23.14327016869565,89.22210630086957,Fixed: Interpolated by Chainage,2604.3776568764433,A,3.7
N7,155.481,Arch Masonry,LRP155a,23.1431386,89.2373052,Fixed: Matched on LRP Name,2603.917728760227,A,3.7
N7,156.01,Box Culvert,LRP156a,23.1400274,89.2488608,Fixed: Matched on LRP Name,3300.1146552794266,A,3.63
N7,157.245,Arch Masonry,LRP157a,23.1337497,89.2541389,Fixed: Matched on LRP Name,2796.6124365263504,A,5.0
N7,159.419,Box Culvert,LRP159a,23.12670976128713,89.26768908772277,Fixed: Interpolated by Chainage,2424.7728687444965,A,3.1
N7,160.33,Arch Masonry,LRP160a,23.1273126352,89.2759639648,Fixed: Interpolated by Chainage,2336.352757604744,A,2.75
N7,161.443,Arch Masonry,LRP161a,23.1274993,89.2863721885,Fixed: Interpolated by Chainage,2359.1512728781686,A,2.1
N7,161.727,Arch Masonry,LRP161b,23.1276583405,89.2890641,Fixed: Interpolated by Chainage,2376.8735825780427,A,1.5
N7,161.921,Arch Masonry,LRP161c,23.127793073499998,89.2909071,Fixed: Interpolated by Chainage,2427.0159015716313,A,1.93
N7,163.668,Arch Masonry,LRP163a,23.1285549,89.3145833,Fixed: Matched on LRP Name,3197.7153156164413,A,1.95
N7,164.537,Box Culvert,LRP164a,23.1284119719,89.31555489210001,Fixed: Interpolated by Chainage,2386.995918100726,A,2.0
N7,164.637,Box Culvert,LRP164b,23.128398081900002,89.3165103821,Fixed: Interpolated by Chainage,2428.9069170491616,A,2.0
N7,166.275,Box Culvert,LRP166a,23.127792218539327,89.33228153127341,Fixed: Interpolated by Chainage,2486.5677905306384,A,1.7
N7,177.61,Box Culvert,LRP177b,23.069075153333333,89.37174629171717,Fixed: Interpolated by Chainage,299.438946056268,A,2.0
N7,185.1,Slab Culvert,LRP185a,22.9927497,89.4352219,Fixed: Matched on LRP Name,2973.129542132473,A,2.0
N7,186.4,Box Culvert,LRP186a,22.9865274,89.4414719,Fixed: Matched on LRP Name,2684.84570421055,A,1.2
N7,186.908,Box Culvert,LRP186b,22.98517427014218,89.44422731327015,Fixed: Interpolated by Chainage,2464.1464095385204,A,2.5
N7,188.131,Arch Masonry,LRP187c,22.98130432121212,89.45470644410774,Fixed: Interpolated by Chainage,2362.8478630167738,A,3.5
N7,188.332,Arch Masonry,LRP187d,22.980824966666667,89.45655814814815,Fixed: Interpolated by Chainage,2360.291664892051,A,2.5
N7,189.101,Arch Masonry,LRP188a,22.9816382,89.4534167,Fixed: Matched on LRP Name,1339.7936417896483,A,3.78
N7,189.469,Box Culvert,LRP189a,22.97812916604878,89.46659224556097,Fixed: Interpolated by Chainage,2365.591547259653,A,1.95
N7,190.234,Arch Masonry,LRP189d,22.975651990654207,89.47286693457944,Fixed: Interpolated by Chainage,2307.3848557670904,A,2.25
N7,190.441,Box Culvert,LRP190a,22.9773882,89.471916,Fixed: Matched on LRP Name,1960.9120608435835,A,2.0
N7,196.254,Slab Culvert,LRP195b,22.9352497,89.4882219,Fixed: Matched on LRP Name,1373.1918046036171,A,3.1
N7,198.991,Slab Culvert,LRP198a,22.907119028571426,89.50781031714286,Fixed: Interpolated by Chainage,2387.1051766747237,A,3.44
N7,199.546,Slab Culvert,LRP199a,22.902320827040814,89.50900588908164,Fixed: Interpolated by Chainage,2363.582133010438,A,3.2
N7,203.07,Slab Culvert,LRP202c,22.87400859166667,89.522869725,Fixed: Interpolated by Chainage,2382.3066266682467,A,1.13
N7,203.887,Box Culvert,LRP203b,22.86768973745098,89.52696361588235,Fixed: Interpolated by Chainage,2371.3969110874236,A,1.15
N7,207.809,Box Culvert,LRP207a,22.835700078400002,89.5419130216,Fixed: Interpolated by Chainage,2346.188751446236,A,3.6
N7,208.778,Slab Culvert,LRP208a,22.82941011704762,89.54812199447619,Fixed: Interpolated by Chainage,2260.5996847958068,A,1.0
N7,209.055,Box Culvert,LRP208b,22.82769324285714,89.55005635102042,Fixed: Interpolated by Chainage,2253.685189925691,A,2.6
N7,213.796,Slab Culvert,LRP213a,22.8019444,89.5811104,Fixed: Matched on LRP Name,2159.91073990007,A,2.0
N7,215.228,Slab Culvert,LRP214a,22.8006667,89.5859997,Fixed: Matched on LRP Name,1273.8472222574107,A,1.7
N7,218.099,Box Culvert,LRP218a,22.781545664,89.6143826976,Fixed: Interpolated by Chainage,2423.1903071336105,A,2.6
N7,219.32,Box Culvert,LRP219a,22.7745271,89.6171938,Fixed: Matched on LRP Name,1986.907067827842,A,2.2
N7,219.869,Box Culvert,LRP219b,22.7732493,89.6173604,Fixed: Matched on LRP Name,1646.9974075018283,A,1.9
N7,219.869,Box Culvert,LRP219b,22.7732493,89.6173604,Fixed: Matched on LRP Name,1646.9974075018283,A,1.9
N7,219.929,Box Culvert,LRP219c,22.7731382,89.617416,Fixed: Matched on LRP Name,1592.5811980767508,A,1.9
N7,220.315,Box Culvert,LRP220a,22.7633108468,89.62127792919999,Fixed: Interpolated by Chainage,2438.5252658949807,A,1.9
N7,220.699,Box Culvert,LRP220b,22.7604583088,89.6232810934,Fixed: Interpolated by Chainage,2400.0717426456613,A,2.6
N7,221.568,Box Culvert,LRP221c,22.754365557029704,89.62865338900991,Fixed: Interpolated by Chainage,2372.102726441899,A,2.9
N7,221.693,Box Culvert,LRP221d,22.75338917089109,89.62920001029704,Fixed: Interpolated by Chainage,2386.6677751629263,A,2.92
N7,223.205,Box Culvert,LRP223a,22.7448608,89.6336108,Fixed: Matched on LRP Name,1971.1085337486172,A,2.9
N7,225.989,Box Culvert,LRP226a,22.717597625742574,89.64401710693069,Fixed: Interpolated by Chainage,2424.7222084225878,A,2.56
N7,226.724,Box Culvert,LRP226b,22.711486676899998,89.64671271920001,Fixed: Interpolated by Chainage,2423.831886887807,A,2.6
N7,227.474,Box Culvert,LRP227a,22.7051741519,89.6494835192,Fixed: Interpolated by Chainage,2415.7177766799114,A,2.6
N7,227.966,Box Culvert,LRP228a,22.700851784,89.650298402,Fixed: Interpolated by Chainage,2429.2334339790805,A,2.6
N7,228.957,Box Culvert,LRP229a,22.69204130930693,89.65122392217822,Fixed: Interpolated by Chainage,2394.8133981051815,A,7.1
N7,230.729,Box Culvert,LRP230a,22.6811382,89.6516111,Fixed: Matched on LRP Name,1820.072078114932,A,2.0
N7,231.423,Box Culvert,LRP231a,22.6705866584,89.6497356968,Fixed: Interpolated by Chainage,2348.233691211009,A,1.9
N7,233.816,Box Culvert,LRP233a,22.65140160487805,89.64120564146342,Fixed: Interpolated by Chainage,2296.105607919703,A,1.5
N7,234.737,Box Culvert,LRP234a,22.6484719,89.641333,Fixed: Matched on LRP Name,1701.3716034182291,A,2.85
N7,235.727,Box Culvert,LRP235a,22.634156113385828,89.64191767244094,Fixed: Interpolated by Chainage,2380.9485780263017,A,3.0
N7,235.849,Box Culvert,LRP235b,22.63306195590551,89.6419621496063,Fixed: Interpolated by Chainage,2379.2277613630235,A,7.2
N7,236.15,Box Culvert,LRP236a,22.6321382,89.6419997,Fixed: Matched on LRP Name,2204.2410384348836,A,2.9
N7,236.523,Box Culvert,LRP236b,22.6317493,89.6419997,Fixed: Matched on LRP Name,1845.1254973278637,A,2.9
N7,237.012,Box Culvert,LRP237a,22.6225458402,89.6423811451,Fixed: Interpolated by Chainage,2374.371302048505,A,2.25
N7,237.398,Box Culvert,LRP237b,22.6190611094,89.64252052970001,Fixed: Interpolated by Chainage,2391.679462122122,A,1.8
N7,237.507,Box Culvert,LRP237c,22.6180770792,89.64255988960001,Fixed: Interpolated by Chainage,2377.710608881475,A,1.9
N7,237.855,Box Culvert,LRP237d,22.616213504199997,89.6426342762,Fixed: Interpolated by Chainage,2244.5174034212805,A,2.4
N7,239.071,Box Culvert,LRP239a,22.610708125,89.642853825,Fixed: Interpolated by Chainage,1652.231314822407,A,2.8
N7,239.86,Box Culvert,LRP239b,22.597627403100002,89.6410195,Fixed: Interpolated by Chainage,2307.4045996914824,A,5.8
N7,240.853,Box Culvert,LRP240b,22.5911781216885,89.63444123406113,Fixed: Interpolated by Chainage,2204.0522499265885,A,1.9
N7,241.351,Box Culvert,LRP241a,22.5886108,89.6315549,Fixed: Matched on LRP Name,2171.4148477544363,A,2.5
N7,241.555,Box Culvert,LRP241b,22.5881941,89.6310827,Fixed: Matched on LRP Name,2059.5079386211396,A,2.5
N7,241.944,Box Culvert,LRP241c,22.584294638095237,89.62682206190476,Fixed: Interpolated by Chainage,2371.927703296904,A,1.0
N7,242.814,Box Culvert,LRP242a,22.5845274,89.6270549,Fixed: Matched on LRP Name,1515.0787220844513,A,1.85
N7,244.297,PC Girder Bridge,LRP244a,22.5732771,89.6143333,Fixed: Matched on LRP Name,0.0,A,31.22
N7,244.297,PC Girder Bridge,LRP244a,22.5732771,89.6143333,Fixed: Matched on LRP Name,1794.0140543425505,A,31.22
N7,244.666,Box Culvert,LRP244c,22.5673021475,89.6078166325,Fixed: Interpolated by Chainage,2359.1566587110724,A,1.9
N7,244.943,Box Culvert,LRP244d,22.5655479896,89.6059084072,Fixed: Interpolated by Chainage,2383.8563220011547,A,1.9
N7,245.687,Box Culvert,LRP245a,22.560862975342467,89.60075335342466,Fixed: Interpolated by Chainage,2372.8758208973504,A,1.9
N7,247.14,Box Culvert,LRP247a,22.5512739048,89.5918913744,Fixed: Interpolated by Chainage,2325.4916797789047,A,2.5
N7,247.713,Box Culvert,LRP247b,22.546811529,89.59002680840001,Fixed: Interpolated by Chainage,2247.7949273550753,A,2.5
N7,248.024,Box Culvert,LRP248a,22.543995268499998,89.5900959126,Fixed: Interpolated by Chainage,2213.9768772416282,A,1.0
N7,248.202,Box Culvert,LRP248b,22.5423833895,89.5901354642,Fixed: Interpolated by Chainage,2192.3552980689997,A,2.4
N7,248.844,RCC Girder Bridge,LRP248c,22.5365977656,89.5901164749,Fixed: Interpolated by Chainage,2226.9910412655445,A,25.7
N7,249.754,Box Culvert,LRP249a,22.5293327,89.5894441,Fixed: Chainage > Max Length (Snapped to End),2267.9301394575255,A,2.2
N7,250.336,Box Culvert,LRP250a,22.5293327,89.5894441,Fixed: Chainage > Max Length (Snapped to End),1681.3189477247583,A,2.4
N7,250.512,Box Culvert,LRP250b,22.5293327,89.5894441,Fixed: Chainage > Max Length (Snapped to End),1496.1141971493569,A,2.2
N7,251.068,Box Culvert,LRP251a,22.5293327,89.5894441,Fixed: Chainage > Max Length (Snapped to End),942.9453443443106,A,2.2
N7,251.434,Box Culvert,LRP251b,22.5293327,89.5894441,Fixed: Chainage > Max Length (Snapped to End),571.2603915120869,A,2.8
N8,2.587,PC Girder Bridge,LRP002c,23.683910477310924,90.42331074621849,Fixed: Interpolated by Chainage,9.112241159426635e-09,A,847.9
N8,5.113,Box Culvert,LRP005a,23.6713327,90.4006944,Fixed: Matched on LRP Name,1097.8526047244534,A,5.5
N8,5.358,Box Culvert,LRP005b,23.6668327,90.3950274,Fixed: Matched on LRP Name,1621.9886010404337,A,10.4
N8,5.686,Box Culvert,LRP005d,23.66956192077922,90.39846439870131,Fixed: Interpolated by Chainage,874.6121599977002,A,10.5
N8,6.991,Box Culvert,LRP006a,23.6630278,90.3887497,Fixed: Matched on LRP Name,762.3641400273682,A,6.1
N8,7.785,Truss with RCC Slab,LRP008a,23.6611111,90.368416,Fixed: Matched on LRP Name,0.0,A,60.9
N8,8.284,Box Culvert,LRP008c,23.66178698235294,90.37592577388236,Fixed: Interpolated by Chainage,800.5049978966425,A,3.0
N8,8.717,Box Culvert,LRP008d,23.66140492352941,90.37168069282353,Fixed: Interpolated by Chainage,789.9372852983868,A,10.4
N8,8.966,Box Culvert,LRP009a,23.66075,90.3644444,Fixed: Matched on LRP Name,1310.5473562739628,A,10.4
N8,9.874,Box Culvert,LRP010a,23.66,90.357,Fixed: Matched on LRP Name,1151.4732513966724,A,10.6
N8,10.279,Box Culvert,LRP010b,23.6599444,90.3564444,Fixed: Matched on LRP Name,824.9925749005308,A,8.3
N8,11.053,Steel Beam & RCC Slab,LRP011a,23.655699118446602,90.35257067067961,Fixed: Interpolated by Chainage,649.3801772053682,A,53.0
N8,11.053,Steel Beam & RCC Slab,LRP011a,23.655699118446602,90.35257067067961,Fixed: Interpolated by Chainage,13903.22166306329,A,54.66
N8,12.016,Box Culvert,LRP012a,23.6441108,90.3491108,Fixed: Matched on LRP Name,1147.2543163725682,A,8.3
N8,13.217,PC Girder Bridge,LRP013a,23.6354719,90.3457219,Fixed: Matched on LRP Name,0.0,A,260.0
N8,13.834,PC Girder Bridge,LRP013c,23.6295271,90.3436941,Fixed: Matched on LRP Name,0.0,A,381.9
N8,14.589,Box Culvert,LRP014b,23.6256951366171,90.34108352434944,Fixed: Interpolated by Chainage,831.5075800632225,A,9.1
N8,14.913,Steel Beam & RCC Slab,LRP014c,23.623368846969697,90.33913815,Fixed: Interpolated by Chainage,827.9654252592078,A,36.0
N8,14.913,Truss with RCC Slab,LRP014c,23.623368846969697,90.33913815,Fixed: Interpolated by Chainage,1.0666180896390236e-08,A,37.5
N8,15.563,Box Culvert,LRP015a,23.6185549,90.3349163,Fixed: Matched on LRP Name,865.8989403480429,A,8.4
N8,16.432,Box Culvert,LRP016a,23.6098333,90.3272771,Fixed: Matched on LRP Name,1235.7494119649368,A,15.6
N8,16.768,RCC Girder Bridge,LRP016b,23.61033643375,90.32772085625001,Fixed: Interpolated by Chainage,801.730903868196,A,38.4
N8,17.676,Box Culvert,LRP017a,23.6037222,90.3218604,Fixed: Matched on LRP Name,872.4724139817886,A,8.3
N8,18.556,PC Girder Bridge,LRP018a,23.5984997,90.3173049,Fixed: Matched on LRP Name,0.0,A,19.9
N8,18.556,PC Girder Bridge,LRP018a,23.5984997,90.3173049,Fixed: Matched on LRP Name,725.6286179685488,A,19.9
N8,19.484,PC Girder Bridge,LRP019b,23.589083,90.3106389,Fixed: Matched on LRP Name,0.0,A,20.0
N8,19.484,PC Girder Bridge,LRP019b,23.589083,90.3106389,Fixed: Matched on LRP Name,1070.5238418582155,A,19.9
N8,20.514,Steel Beam & RCC Slab,LRP020b,23.5803327,90.30575,Fixed: Matched on LRP Name,0.0,A,46.5
N8,20.514,Steel Beam & RCC Slab,LRP020b,23.5803327,90.30575,Fixed: Matched on LRP Name,1114.8150884651568,A,46.2
N8,21.631,PC Girder Bridge,LRP021a,23.5729438,90.3033611,Fixed: Matched on LRP Name,0.0,A,19.9
N8,21.631,PC Girder Bridge,LRP021a,23.5729438,90.3033611,Fixed: Matched on LRP Name,818.8355365951597,A,19.9
N8,22.516,PC Girder Bridge,LRP022a,23.56625,90.2996386,Fixed: Matched on LRP Name,0.0,A,19.9
N8,22.516,PC Girder Bridge,LRP022a,23.56625,90.2996386,Fixed: Matched on LRP Name,829.7614094952856,A,19.9
N8,22.984,Truss with RCC Slab,LRP022c,23.5614167,90.2986386,Fixed: Matched on LRP Name,0.0,A,46.5
N8,22.984,Steel Beam & RCC Slab,LRP022c,23.5614167,90.2986386,Fixed: Matched on LRP Name,894.7777106451093,A,46.5
N8,23.342,Box Culvert,LRP023b,23.55651694670051,90.29896538248731,Fixed: Interpolated by Chainage,1061.0175892640068,A,15.7
N8,23.548,Box Culvert,LRP023c,23.555413173604062,90.29919775989848,Fixed: Interpolated by Chainage,1005.6894145467627,A,9.4
N8,23.91,Box Culvert,LRP023d,23.55347353350254,90.29960611243655,Fixed: Interpolated by Chainage,881.2119412761801,A,9.3
N8,25.259,RCC Girder Bridge,LRP025a,23.5430274,90.2959997,Fixed: Matched on LRP Name,796.1892179248696,A,16.0
N8,25.259,RCC Girder Bridge,LRP025a,23.5430274,90.2959997,Fixed: Matched on LRP Name,0.0,A,15.6
N8,25.438,RCC Girder Bridge,LRP025c,23.5426941,90.2957497,Fixed: Matched on LRP Name,668.4076428298208,A,15.4
N8,25.438,RCC Girder Bridge,LRP025c,23.5426941,90.2957497,Fixed: Matched on LRP Name,0.0,A,16.0
N8,25.628,Box Culvert,LRP025e,23.5411663,90.2846386,Fixed: Matched on LRP Name,1635.8908198541997,A,18.1
N8,25.7,RCC Girder Bridge,LRP025f,23.5355274,90.2910274,Fixed: Matched on LRP Name,0.0,A,42.5
N8,25.7,PC Girder Bridge,LRP025f,23.5355274,90.2910274,Fixed: Matched on LRP Name,1307.6933801027462,A,42.5
